NAME	troph	ring	schiz	F	M
PVP01_0102800	2.52042390946365	11.8547450163543	1	1	1
PVP01_0103100	2.19888179589672	1	1	8.13042982230969	19.3701961936953
PVP01_0103800	138.463072468496	11.5311269071904	703.073514176329	78.6189895797272	1
PVP01_0103900	14.7135731335254	14.9585948971569	1	1	1
PVP01_0105500	313.680986901657	25.843015520014	209.227518058363	181.717195088241	635.274413387467
PVP01_0105600	1059.35017535651	74.1607457152162	149.086063876835	243.186634881256	1778.08793496399
PVP01_0105800	163.745221689953	36.211125697186	13.9251786706529	96.4717151041772	321.535142760146
PVP01_0105900	291.777720318495	503.27468778039	28.9023265775409	94.9986162777935	132.329018851414
PVP01_0106100	41.0785017077871	9.87587284857814	2.366979249255	11.4620020087044	1
PVP01_0106600	111.392597076507	201.865795598503	9.06703930929445	1	68.1510685619316
PVP01_0106800	183.333810149036	54.5354309539173	9.63689886159667	32.2036522842063	1
PVP01_0107600	282.777206377012	498.631957140952	46.8287015342831	49.806852991746	28.6190683558914
PVP01_0107800	173.720932834104	154.865905580226	19.300004414998	23.8439422198896	8.93751587503175
PVP01_0108100	455.52569877215	1452.40163937689	157.617001057649	116.670371155144	44.0847287655046
PVP01_0108500	253.040279048941	41.0862357278046	24.7071356700965	92.4024946598178	712.337241017057
PVP01_0108900	3.18178875488287	1	1	561.591227329948	1
PVP01_0109200	111.04266410736	35.3692632813615	3.60189678275463	18.001947721254	1
PVP01_0109700	164.576814336153	13.8742727021629	20.1549333210488	241.387417272087	757.928619767071
PVP01_0110300	512.805517297698	24.3169778619838	1110.59705941492	433.407049459187	307.230758696755
PVP01_0110400	446.960118158376	51.6166693524637	860.733854267136	409.254206351074	2574.69587159847
PVP01_0110700	16.4149394608229	16.129664354376	1	33.9252638807113	1
PVP01_0110900	115.730394591632	25.2701476490241	7.27850297776126	11.8607113765952	49.9500220275099
PVP01_0111000	2279.88122300453	4080.15467663504	226.795265720728	451.753424055979	970.709087380113
PVP01_0111500	6.33644112911911	46.4458249036498	1	1	1
PVP01_0111700	59.6318487013285	75.1249738579522	15.6637988687551	23.5176095356823	1
PVP01_0112000	64.0832909619353	32.7181381139446	61.7127066906241	8.13042982230969	8.93751587503175
PVP01_0112300	113.536213200229	34.619139999186	17.1517754028189	68.0206314340064	254.342351122339
PVP01_0112400	157.064919471706	1412.35201794081	370.937781510467	97.6899644073264	304.716644121017
PVP01_0112900	1115.40046502424	179.568155107469	58.6263699137084	252.894579807895	154.908436999206
PVP01_0113000	3.84267790831916	1	4.42114266164899	86.6208794084541	1
PVP01_0113200	179.673885656083	31.1736913472112	220.955336344349	59.0558669019087	374.10660119305
PVP01_0113300	251.982807058405	819.705446273398	315.875334122918	76.4792516474003	162.018668923975
PVP01_0113400	232.549823239938	39.2319670194012	26.311835704299	15.7385312150258	107.028759736409
PVP01_0113500	114.629960778801	26.0807945101925	5.75419314420485	7.71131931115019	81.1076499829257
PVP01_0113900	140.980274501812	11.810776888644	532.121873817253	58.6442226415759	162.357959342624
PVP01_0114100	175.694458256933	9.17007810306368	7.8855585979489	27.402323867591	42.375478007873
PVP01_0114200	44.8348106666362	17.4718803847804	5.30334574920264	1	227.281263755896
PVP01_0114300	117.341600999022	9.51873743379323	52.932386149741	502.328492736034	14.5253939270981
PVP01_0114500	448.669749608699	139.335059403142	113.962916747156	77.0910028656593	997.747878661692
PVP01_0114600	291.129366283946	30.7003670529238	22.5916085388553	11.8607113765952	127.145476767552
PVP01_0114700	468.979080869394	13.6533356441805	1254.09264282387	2044.02187561715	808.528330349534
PVP01_0115100	67.9361843414506	6.8852332392799	9.31525104841108	18.9015840027683	1
PVP01_0115300	1	19.1867462876645	1	1	1
PVP01_0115400	14.3062881065606	8.20994001920996	8.64252644592227	5449.13797210413	16.8750317500635
PVP01_0115600	30.1853719503502	1	8.84002155824871	68.1492316714482	10.5100426049909
PVP01_0116200	46.6219507569427	141.541426957057	5.7548404907919	60.920524738807	1
PVP01_0116400	482.333594844155	79.2732206231279	52.6233774325087	90.8602310408274	53.7073333548241
PVP01_0116500	24.8332208382052	6.13188440641929	4.51761284657364	9.64879824948324	92.6256905948714
PVP01_0116700	283.391746480047	262.089863023601	1725.41600986566	365.599832974464	1083.01759633303
PVP01_0116800	171.713786757464	8.89693597967477	16.1415571890539	298.266022101138	79.8432591377913
PVP01_0116900	200.727276214924	21.2772737217207	861.83654338052	137.036065688722	61.1267393401299
PVP01_0117000	83.3314641959566	11.1818520689401	1130.13814320501	308.947960670517	390.864390039771
PVP01_0117400	41.9778484823393	2.93072556666795	4.75615069676595	52.0736064901772	214.659175140331
PVP01_0117500	9.04147671418196	4.07068721979979	1	384.442233733606	148.028891645278
PVP01_0117600	118.228240293359	29.960363551065	1683.87273044505	242.148905237093	48.3760879086993
PVP01_0117700	139.475299646268	50.2758579894291	390.266336201301	111.50772731734	76.2727570403776
PVP01_0117800	1057.95278042882	5219.15162355767	2553.57934230474	503.050789631439	360.958842509913
PVP01_0117900	44.0946216753786	351.020508745739	69.0889749237642	14.5696260937382	1
PVP01_0118200	290.859352033795	44.9639868719766	29.6157376504228	993.378054312623	20.8389080665
PVP01_0118600	233.471382433714	15.8259587807618	23.1230625675797	34.9965545984315	1
PVP01_0118700	121.789305614931	1052.19404082454	318.108609102784	124.45165725458	8.93751587503175
PVP01_0203100	2.41648841476173	1	1	86.81960049315	25.2359613194057
PVP01_0203200	314.878987486751	57.2276182993685	16.7017155689401	67.1286912934751	71.6861382708063
PVP01_0203300	110.909311255322	10.0832443946395	14.1050324966315	188.209812283765	59.6629245169821
PVP01_0203500	85.8721083861758	30.8637499633273	8.44111101513959	17.3446106483333	1
PVP01_0203600	377.308932539856	132.802926717226	34.6700505235276	89.375455990132	32.9070865639258
PVP01_0203900	306.224242653438	327.655717349877	34.3783261684992	113.536534647691	2343.15872072258
PVP01_0204200	121.460788111263	55.156453080518	5.79890508888855	10.2546319432876	8.93751587503175
PVP01_0204700	336.588441059932	650.908187803707	42.9181557731509	132.871483584222	10.5100426049909
PVP01_0205000	5.01463170141238	3.115417160264	1	796.885364547097	1
PVP01_0205200	89.2086196985222	9.81411104459345	297.799698145598	117.824223520213	1
PVP01_0205300	609.699553417243	1401.61869416749	605.054092830792	185.007007568754	113.612350905201
